smiles,logP,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_S_atoms,num_of_Cl_atoms,num_of_P_atoms,num_of_F_atoms,num_of_I_atoms,num_of_Br_atoms,num_of_atoms,tpsa,mol_w,num_valence_electrons,num_heteroatoms,num_H_donors,num_H_acceptors
[3H]CC(CO)CO,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140977160>,4,2,0,0,0,0,0,0,0,16,40.46,92.076303806,38,2,2,2
CI(C)PSP,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409771c0>,2,0,0,1,0,2,0,1,0,15,0.0,253.894492548,40,4,0,1
C(O)ONC=O,-1.0,<rdkit.Chem.rdchem.Mol object at 0x140977220>,2,3,1,0,0,0,0,0,0,11,58.56,91.02694302,36,4,2,3
C=C(Br)I,2.2,<rdkit.Chem.rdchem.Mol object at 0x140977280>,2,0,0,0,0,0,0,1,1,6,0.0,231.838460164,24,2,0,0
C(CCl)SCF,1.9,<rdkit.Chem.rdchem.Mol object at 0x1409772e0>,3,0,0,1,1,0,1,0,0,12,0.0,127.986277092,38,3,0,1
C1CSC[CH]N1,0.2,<rdkit.Chem.rdchem.Mol object at 0x140977340>,4,0,1,1,0,0,0,0,0,14,12.03,102.037745256,35,2,1,2
C(C(CF)CF)O,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409773a0>,4,1,0,0,0,0,2,0,0,15,20.23,110.054321316,44,3,1,1
C(F)[S]=O,0.9,<rdkit.Chem.rdchem.Mol object at 0x140977400>,1,1,0,1,0,0,1,0,0,6,17.07,80.981038904,25,3,0,1
CC(C(C)I)S,2.5,<rdkit.Chem.rdchem.Mol object at 0x140977460>,4,0,0,1,0,0,0,1,0,15,0.0,215.946969288,38,2,1,1
C(NN)I=O,-0.9,<rdkit.Chem.rdchem.Mol object at 0x1409774c0>,1,1,2,0,0,0,0,1,0,10,55.12,187.94466078,32,4,2,3
C(=S)C=S,0.8,<rdkit.Chem.rdchem.Mol object at 0x140977520>,2,0,0,2,0,0,0,0,0,6,0.0,89.959792064,22,2,0,2
[2H]C1(CCC(N(C1)[2H])([2H])[2H])[2H],0.8,<rdkit.Chem.rdchem.Mol object at 0x140977580>,5,0,1,0,0,0,0,0,0,17,12.03,90.12053308199998,36,1,1,1
CSP(SC)Cl,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409775e0>,2,0,0,2,1,1,0,0,0,12,0.0,159.933706502,38,4,0,2
[2H]C([2H])([13C]([2H])([2H])Br)O,0.2,<rdkit.Chem.rdchem.Mol object at 0x140977640>,2,1,0,0,0,0,0,0,1,9,20.23,128.980838704,26,2,1,1
C(CCCl)CP,1.2,<rdkit.Chem.rdchem.Mol object at 0x1409776a0>,4,0,0,0,1,1,0,0,0,16,0.0,124.02086462999999,38,2,0,0
[CH2]CCCC(F)F,2.9,<rdkit.Chem.rdchem.Mol object at 0x140977700>,5,0,0,0,0,0,2,0,0,16,0.0,107.067231728,43,2,0,0
C1NNCN1N,-1.2,<rdkit.Chem.rdchem.Mol object at 0x140977760>,2,0,4,0,0,0,0,0,0,14,53.31999999999999,88.07489625599999,36,4,3,4
C(=O)OCl,0.9,<rdkit.Chem.rdchem.Mol object at 0x1409777c0>,1,2,0,0,1,0,0,0,0,5,26.3,79.966506952,24,3,0,2
CCC(CCN)Br,1.4,<rdkit.Chem.rdchem.Mol object at 0x140977820>,5,0,1,0,0,0,0,0,1,19,26.02,165.015311484,44,2,1,1
CC(C)N(C)I,1.5,<rdkit.Chem.rdchem.Mol object at 0x140977880>,4,0,1,0,0,0,0,1,0,16,3.24,198.98579732,38,2,0,1
C(/C=C\Br)Br,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409778e0>,3,0,0,0,0,0,0,0,2,9,0.0,197.867974328,30,2,0,0
C(CCO)CCP,0.3,<rdkit.Chem.rdchem.Mol object at 0x140977940>,5,1,0,0,0,1,0,0,0,20,20.23,120.070401666,44,2,1,1
CN(C)CCNCl,0.1,<rdkit.Chem.rdchem.Mol object at 0x1409779a0>,4,0,2,0,1,0,0,0,0,18,15.27,122.06107603199999,44,3,1,2
CCPP(P)PP,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140977a00>,2,0,0,0,0,5,0,0,0,18,0.0,189.954883502,44,5,0,0
CCCSCS,2.2,<rdkit.Chem.rdchem.Mol object at 0x140977a60>,4,0,0,2,0,0,0,0,0,16,0.0,122.02239232,38,2,1,2
C(/C=C\Cl)F,1.5,<rdkit.Chem.rdchem.Mol object at 0x140977ac0>,3,0,0,0,1,0,1,0,0,9,0.0,93.998556028,30,2,0,0
COC(CS)N,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140977b20>,3,1,1,1,0,0,0,0,0,15,35.25,107.040484908,38,3,2,3
C(C(CS)N)F,0.0,<rdkit.Chem.rdchem.Mol object at 0x140977b80>,3,0,1,1,0,0,1,0,0,14,26.02,109.036148476,38,3,2,2
C(CS)OCCBr,1.1,<rdkit.Chem.rdchem.Mol object at 0x140977be0>,4,1,0,1,0,0,0,0,1,16,9.23,183.955748008,44,3,1,2
C1[C@@H](O1)I,0.7,<rdkit.Chem.rdchem.Mol object at 0x140977c40>,2,1,0,0,0,0,0,1,0,7,12.53,169.922862716,24,2,0,1
CCCI=O,1.6,<rdkit.Chem.rdchem.Mol object at 0x140977ca0>,3,1,0,0,0,0,0,1,0,12,17.07,185.954162844,32,2,0,1
CSCNCCO,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140977d00>,4,1,1,1,0,0,0,0,0,18,32.26,121.056134972,44,3,2,3
[2H]CC(OCC)OCC,0.8,<rdkit.Chem.rdchem.Mol object at 0x140977d60>,6,2,0,0,0,0,0,0,0,22,18.46,119.105656434,50,2,0,2
C(CO)NCN,-1.7,<rdkit.Chem.rdchem.Mol object at 0x140977dc0>,3,1,2,0,0,0,0,0,0,16,58.28,90.07931294,38,3,3,3
C(CNNN)N,-2.1,<rdkit.Chem.rdchem.Mol object at 0x140977e20>,2,0,4,0,0,0,0,0,0,16,76.1,90.09054631999999,38,4,4,4
[3H][I-]PC,0.8,<rdkit.Chem.rdchem.Mol object at 0x140977e80>,1,0,0,0,0,1,0,1,0,8,0.0,176.92613261590998,22,2,0,0
CCOCP(C)C,0.3,<rdkit.Chem.rdchem.Mol object at 0x140977ee0>,5,1,0,0,0,1,0,0,0,20,9.23,120.070401666,44,2,0,1
CCC(C)(C)[O-],2.2,<rdkit.Chem.rdchem.Mol object at 0x140977f40>,5,1,0,0,0,0,0,0,0,17,23.06,87.08153855191,38,1,0,1
C(C[NH3+])CCl,0.2,<rdkit.Chem.rdchem.Mol object at 0x140977fa0>,3,0,1,0,1,0,0,0,0,14,27.64,94.04180338808999,32,2,1,0
C(COCCCl)N,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140944040>,4,1,1,0,1,0,0,0,0,17,35.25,123.04509162,44,3,1,2
CCNCCNC,-0.2,<rdkit.Chem.rdchem.Mol object at 0x1409440a0>,5,0,2,0,0,0,0,0,0,21,24.06,102.11569844799999,44,2,2,2
[CH2]CCCC=C,3.4,<rdkit.Chem.rdchem.Mol object at 0x140944100>,6,0,0,0,0,0,0,0,0,17,0.0,83.086075352,35,0,0,0
CCOCCC[NH3+],-0.1,<rdkit.Chem.rdchem.Mol object at 0x140944160>,5,1,1,0,0,0,0,0,0,21,36.870000000000005,104.10699048808999,44,2,1,1
CNCCCOO,-0.5,<rdkit.Chem.rdchem.Mol object at 0x1409441c0>,4,2,1,0,0,0,0,0,0,18,41.489999999999995,105.078978592,44,3,2,3
CN([CH2-])CCOC,0.1,<rdkit.Chem.rdchem.Mol object at 0x140944220>,5,1,1,0,0,0,0,0,0,19,12.47,102.09243758391,44,2,0,2
C(CS)CSCCl,2.2,<rdkit.Chem.rdchem.Mol object at 0x140944280>,4,0,0,2,1,0,0,0,0,16,0.0,155.983419968,44,3,1,2
CCC[C@H](CN)O,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409442e0>,5,1,1,0,0,0,0,0,0,20,46.25,103.099714036,44,2,2,2
C(C[NH3+])CNO,-1.3,<rdkit.Chem.rdchem.Mol object at 0x140944340>,3,1,2,0,0,0,0,0,0,17,59.900000000000006,91.08658939208999,38,3,3,2
CCSC=CC,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409443a0>,5,0,0,1,0,0,0,0,0,16,0.0,102.05032132,36,1,0,1
C1C[N-]CC[CH+]1,0.8,<rdkit.Chem.rdchem.Mol object at 0x140944400>,5,0,1,0,0,0,0,0,0,15,14.100000000000001,83.073499288,34,1,0,0
[2H]C1COCCO1,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140944460>,4,2,0,0,0,0,0,0,0,14,18.46,89.058706242,36,2,0,2
CC(CO)NC,-0.5,<rdkit.Chem.rdchem.Mol object at 0x1409444c0>,4,1,1,0,0,0,0,0,0,17,32.26,89.084063972,38,2,2,2
CC(SCl)SCl,2.8,<rdkit.Chem.rdchem.Mol object at 0x140944520>,2,0,0,2,2,0,0,0,0,10,0.0,161.913147488,38,4,0,2
C(CCS)CCCl,2.2,<rdkit.Chem.rdchem.Mol object at 0x140944580>,5,0,0,1,1,0,0,0,0,18,0.0,138.026999032,44,2,1,1
[CH]CCOCC[CH],2.0,<rdkit.Chem.rdchem.Mol object at 0x1409445e0>,6,1,0,0,0,0,0,0,0,17,9.23,98.07316494,40,1,0,1
C1=C(SS1)O,0.5,<rdkit.Chem.rdchem.Mol object at 0x140944640>,2,1,0,2,0,0,0,0,0,7,20.23,105.954706684,28,3,1,3
CN(CNN)N,-1.6,<rdkit.Chem.rdchem.Mol object at 0x1409446a0>,2,0,4,0,0,0,0,0,0,16,67.31,90.09054631999999,38,4,3,4
C1=PP=CO1,-1.6,<rdkit.Chem.rdchem.Mol object at 0x140944700>,2,1,0,0,0,2,0,0,0,7,13.14,103.958087944,26,3,0,1
CN(C)NCl,0.3,<rdkit.Chem.rdchem.Mol object at 0x140944760>,2,0,2,0,1,0,0,0,0,12,15.27,94.02977590399999,32,3,1,2
CCSI,2.1,<rdkit.Chem.rdchem.Mol object at 0x1409447c0>,2,0,0,1,0,0,0,1,0,9,0.0,187.91566916,26,2,0,1
CCC[C@H](CO)[NH3+],-0.1,<rdkit.Chem.rdchem.Mol object at 0x140944820>,5,1,1,0,0,0,0,0,0,21,47.870000000000005,104.10699048808999,44,2,2,1
[C@@H]([C@H](O)S)(O)S,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140944880>,2,2,0,2,0,0,0,0,0,12,40.46,125.980921432,38,4,4,4
CSBr,1.4,<rdkit.Chem.rdchem.Mol object at 0x1409448e0>,1,0,0,1,0,0,0,0,1,6,0.0,125.913883196,20,2,0,1
[2H]C(CCC)C([2H])([2H])C([2H])([2H])[2H],3.9,<rdkit.Chem.rdchem.Mol object at 0x140944940>,6,0,0,0,0,0,0,0,0,20,0.0,92.14721092399998,38,0,0,0
CCCCNP,0.9,<rdkit.Chem.rdchem.Mol object at 0x1409449a0>,4,0,1,0,0,1,0,0,0,18,12.03,105.07073601399999,38,2,1,1
C(OCl)(Cl)(Cl)Cl,2.8,<rdkit.Chem.rdchem.Mol object at 0x140944a00>,1,1,0,0,4,0,0,0,0,6,9.23,167.87032534,38,5,0,1
C(OS)[I-]N,0.6,<rdkit.Chem.rdchem.Mol object at 0x140944a60>,1,1,1,1,0,0,0,1,0,10,35.25,205.91420635991,34,4,2,3
CC(C)SSSC,2.1,<rdkit.Chem.rdchem.Mol object at 0x140944ac0>,4,0,0,3,0,0,0,0,0,17,0.0,153.99446332,44,3,0,3
[13CH3]Br,1.0,<rdkit.Chem.rdchem.Mol object at 0x140944b20>,1,0,0,0,0,0,0,0,1,5,0.0,94.945167036,14,1,0,0
C[C@@H](COC)CCl,1.5,<rdkit.Chem.rdchem.Mol object at 0x140944b80>,5,1,0,0,1,0,0,0,0,18,9.23,122.049842652,44,2,0,1
C[PH2+]CC[PH2+]C,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140944be0>,4,0,0,0,0,2,0,0,0,20,0.0,124.05597654817998,38,2,0,0
CCCCCC[CH+]I,4.7,<rdkit.Chem.rdchem.Mol object at 0x140944c40>,7,0,0,0,0,0,0,1,0,22,0.0,225.01347486809,48,1,0,0
C(=N\N)\I,0.5,<rdkit.Chem.rdchem.Mol object at 0x140944ca0>,1,0,2,0,0,0,0,1,0,7,38.379999999999995,169.934096096,24,3,1,2
C(ON)Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x140944d00>,1,1,1,0,1,0,0,0,0,8,35.25,80.998141428,26,3,1,2
COCCOCl,0.6,<rdkit.Chem.rdchem.Mol object at 0x140944d60>,3,2,0,0,1,0,0,0,0,13,18.46,110.013457144,38,3,0,2
CNCC=S,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140944dc0>,3,0,1,1,0,0,0,0,0,12,12.03,89.029920224,30,2,1,2
[CH2-]C([CH2+])([CH2+])[S-],1.5,<rdkit.Chem.rdchem.Mol object at 0x140944e20>,4,0,0,1,0,0,0,0,0,11,0.0,86.019021192,28,1,0,1
CCCSOO[O-],0.9,<rdkit.Chem.rdchem.Mol object at 0x140944e80>,3,3,0,1,0,0,0,0,0,14,41.519999999999996,123.01213866391001,44,4,0,4
CSCOCCl,1.5,<rdkit.Chem.rdchem.Mol object at 0x140944ee0>,3,1,0,1,1,0,0,0,0,13,9.23,125.990613524,38,3,0,2
CC(C)(C)NF,0.8,<rdkit.Chem.rdchem.Mol object at 0x140944f40>,4,0,1,0,0,0,1,0,0,16,12.03,91.07972754,38,2,1,1
CN(CP)PC,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140944fa0>,3,0,1,0,0,2,0,0,0,17,3.24,123.03667261199999,38,3,0,1
C[CH-]CC[C-](C)C,3.7,<rdkit.Chem.rdchem.Mol object at 0x140945000>,7,0,0,0,0,0,0,0,0,21,0.0,98.11064760782,44,0,0,0
CCCC[CH+]CCC,3.9,<rdkit.Chem.rdchem.Mol object at 0x140945060>,8,0,0,0,0,0,0,0,0,25,0.0,113.13247696408999,48,0,0,0
C[P+](C)(C)CF,0.4,<rdkit.Chem.rdchem.Mol object at 0x1409450c0>,4,0,0,0,0,1,1,0,0,17,0.0,109.05769162208999,38,2,0,0
CI(C=O)Cl,1.9,<rdkit.Chem.rdchem.Mol object at 0x140945120>,2,1,0,0,1,0,0,1,0,9,17.07,205.899540428,32,3,0,1
CC(C)CCC(C)C,4.0,<rdkit.Chem.rdchem.Mol object at 0x140945180>,8,0,0,0,0,0,0,0,0,26,0.0,114.14085057599999,50,0,0,0
CC(OC)OC,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409451e0>,4,2,0,0,0,0,0,0,0,16,18.46,90.06807956,38,2,0,2
C1CC1NI,0.7,<rdkit.Chem.rdchem.Mol object at 0x140945240>,3,0,1,0,0,0,0,1,0,11,12.03,182.954497192,30,2,1,1
[13CH3]I,1.5,<rdkit.Chem.rdchem.Mol object at 0x1409452a0>,1,0,0,0,0,0,0,1,0,5,0.0,142.93130293599998,14,1,0,0
CC(CS)CCl,1.9,<rdkit.Chem.rdchem.Mol object at 0x140945300>,4,0,0,1,1,0,0,0,0,15,0.0,124.011348968,38,2,1,1
C1NCNCNCN1,-1.3,<rdkit.Chem.rdchem.Mol object at 0x140945360>,4,0,4,0,0,0,0,0,0,20,48.12,116.10619638399999,48,4,4,4
CP1CP(C1)C,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409453c0>,4,0,0,0,0,2,0,0,0,16,0.0,120.02577357999999,36,2,0,0
[CH2-]OCCC=O,-0.5,<rdkit.Chem.rdchem.Mol object at 0x140945420>,4,2,0,0,0,0,0,0,0,13,26.3,87.04515304390999,36,2,0,2
C=CP(Cl)Cl,2.0,<rdkit.Chem.rdchem.Mol object at 0x140945480>,2,0,0,0,2,1,0,0,0,8,0.0,127.93494208599999,30,3,0,0
CC(C)(C)CS,2.2,<rdkit.Chem.rdchem.Mol object at 0x1409454e0>,5,0,0,1,0,0,0,0,0,18,0.0,104.065971384,38,1,1,1
C(CCCN)CCN,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140945540>,6,0,2,0,0,0,0,0,0,24,52.04,116.13134851199999,50,2,2,2
C[C@H](F)Cl,1.7,<rdkit.Chem.rdchem.Mol object at 0x1409455a0>,2,0,0,0,1,0,1,0,0,8,0.0,81.998556028,26,2,0,0
[2H]C(CC=C)C(=C([2H])[2H])[2H],2.9,<rdkit.Chem.rdchem.Mol object at 0x140945600>,6,0,0,0,0,0,0,0,0,16,0.0,86.10335730399999,34,0,0,0
[2H]C([2H])([2H])CCCCCC,4.4,<rdkit.Chem.rdchem.Mol object at 0x140945660>,7,0,0,0,0,0,0,0,0,23,0.0,103.14403075,44,0,0,0
CC(N)SSC,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409456c0>,3,0,1,2,0,0,0,0,0,15,26.02,123.017641288,38,3,1,3
CP(F)[PH+]=O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140945720>,1,1,0,0,0,2,1,0,0,9,17.07,112.97159264809,30,4,0,1
CC1SSSS1,2.1,<rdkit.Chem.rdchem.Mol object at 0x140945780>,2,0,0,4,0,0,0,0,0,10,0.0,155.919584128,36,4,0,4
C(CCN)CCO,-0.3,<rdkit.Chem.rdchem.Mol object at 0x1409457e0>,5,1,1,0,0,0,0,0,0,20,46.25,103.099714036,44,2,2,2
CCC(C)NCS,1.4,<rdkit.Chem.rdchem.Mol object at 0x140945840>,5,0,1,1,0,0,0,0,0,20,12.03,119.07687041599999,44,2,2,2
CCCCOC[CH],2.0,<rdkit.Chem.rdchem.Mol object at 0x1409458a0>,6,1,0,0,0,0,0,0,0,19,9.23,100.088815004,42,1,0,1
CSCCSO,0.6,<rdkit.Chem.rdchem.Mol object at 0x140945900>,3,1,0,2,0,0,0,0,0,14,20.23,124.001656876,38,3,1,3
C(CN=S)CO,1.0,<rdkit.Chem.rdchem.Mol object at 0x140945960>,3,1,1,1,0,0,0,0,0,13,32.59,105.024834844,36,3,1,3
CCPOPC,0.2,<rdkit.Chem.rdchem.Mol object at 0x1409459c0>,3,1,0,0,0,2,0,0,0,16,9.23,124.0206882,38,3,0,1
CCOOCCOO,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140945a20>,4,4,0,0,0,0,0,0,0,18,47.92,122.0579088,50,4,1,4
CC([CH2])COC,1.4,<rdkit.Chem.rdchem.Mol object at 0x140945a80>,5,1,0,0,0,0,0,0,0,17,9.23,87.080989972,37,1,0,1
[2H]C([2H])(OCCOC)Cl,0.6,<rdkit.Chem.rdchem.Mol object at 0x140945ae0>,4,2,0,0,1,0,0,0,0,16,18.46,126.0416607,44,3,0,2
CNCCC[N-]C,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140945b40>,5,0,2,0,0,0,0,0,0,20,26.130000000000003,101.10842199590999,44,2,1,1
CC(CS)N,0.0,<rdkit.Chem.rdchem.Mol object at 0x140945ba0>,3,0,1,1,0,0,0,0,0,14,26.02,91.045570288,32,2,2,2
CCC(C)(C)[O],0.9,<rdkit.Chem.rdchem.Mol object at 0x140945c00>,5,1,0,0,0,0,0,0,0,17,19.9,87.080989972,37,1,0,0
C1NCSS1,0.4,<rdkit.Chem.rdchem.Mol object at 0x140945c60>,2,0,1,2,0,0,0,0,0,10,12.03,106.98634116,30,3,1,3
CNOSI,1.1,<rdkit.Chem.rdchem.Mol object at 0x140945cc0>,1,1,1,1,0,0,0,1,0,9,21.259999999999998,204.905832748,32,4,1,3
C(C(O)P)Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x140945d20>,2,1,0,0,1,1,0,0,0,11,20.23,111.984479122,32,3,1,1
CCCC(NC)S,1.5,<rdkit.Chem.rdchem.Mol object at 0x140945d80>,5,0,1,1,0,0,0,0,0,20,12.03,119.07687041599999,44,2,2,2
CCCCC[CH-]S,3.3,<rdkit.Chem.rdchem.Mol object at 0x140945de0>,6,0,0,1,0,0,0,0,0,20,0.0,117.07434499591,44,1,1,1
CC(O)SP,0.2,<rdkit.Chem.rdchem.Mol object at 0x140945e40>,2,1,0,1,0,1,0,0,0,12,20.23,109.995522474,32,3,1,2
CS(=O)F,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140945ea0>,1,1,0,1,0,0,1,0,0,7,17.07,81.988863936,26,3,0,1
CC[13CH2]SCC,2.1,<rdkit.Chem.rdchem.Mol object at 0x140945f00>,5,0,0,1,0,0,0,0,0,18,0.0,105.069326224,38,1,0,1
CCC(C)C(C)[CH2-],3.4,<rdkit.Chem.rdchem.Mol object at 0x140945f60>,7,0,0,0,0,0,0,0,0,22,0.0,99.11792405991,44,0,0,0
C(CCCP)CCO,0.6,<rdkit.Chem.rdchem.Mol object at 0x140945fc0>,6,1,0,0,0,1,0,0,0,23,20.23,134.08605173,50,2,1,1
CCOC[NH2+]C,0.1,<rdkit.Chem.rdchem.Mol object at 0x140946020>,4,1,1,0,0,0,0,0,0,18,25.84,90.09134042408999,38,2,1,1
CCC(C)NCCl,1.7,<rdkit.Chem.rdchem.Mol object at 0x140946080>,5,0,1,0,1,0,0,0,0,19,12.03,121.06582706399999,44,2,1,1
CCC(C)SSC,2.2,<rdkit.Chem.rdchem.Mol object at 0x1409460e0>,5,0,0,2,0,0,0,0,0,19,0.0,136.038042384,44,2,0,2
C(CP(Cl)Cl)CCl,2.5,<rdkit.Chem.rdchem.Mol object at 0x140946140>,3,0,0,0,3,1,0,0,0,13,0.0,177.927269862,44,4,0,0
C(CC(S)S)CN,0.7,<rdkit.Chem.rdchem.Mol object at 0x1409461a0>,4,0,1,2,0,0,0,0,0,18,26.02,137.033291352,44,3,3,3
CC[C@@H](C)ON,0.7,<rdkit.Chem.rdchem.Mol object at 0x140946200>,4,1,1,0,0,0,0,0,0,17,35.25,89.084063972,38,2,1,2
[2H]C([2H])(C([2H])([2H])O[2H])C([2H])([2H])O[2H],-1.0,<rdkit.Chem.rdchem.Mol object at 0x140946260>,3,2,0,0,0,0,0,0,0,13,40.46,84.102643464,32,2,2,2
CCCC=CN,1.4,<rdkit.Chem.rdchem.Mol object at 0x1409462c0>,5,0,1,0,0,0,0,0,0,17,26.02,85.08914935199999,36,1,1,1
CCCCCC[CH-]C,3.9,<rdkit.Chem.rdchem.Mol object at 0x140946320>,8,0,0,0,0,0,0,0,0,25,0.0,113.13357412391,50,0,0,0
COCCSCl,1.1,<rdkit.Chem.rdchem.Mol object at 0x140946380>,3,1,0,1,1,0,0,0,0,13,9.23,125.990613524,38,3,0,2
[2H]C(Br)(Br)Br,2.8,<rdkit.Chem.rdchem.Mol object at 0x1409463e0>,1,0,0,0,0,0,0,0,3,5,0.0,250.769113078,26,3,0,0
CC(S)SC,1.7,<rdkit.Chem.rdchem.Mol object at 0x140946440>,3,0,0,2,0,0,0,0,0,13,0.0,108.006742256,32,2,1,2
C(=N)P(O)O,-1.2,<rdkit.Chem.rdchem.Mol object at 0x1409464a0>,1,2,1,0,0,1,0,0,0,9,64.31,92.997964998,30,4,3,3
C(CO)C(N)O,-1.6,<rdkit.Chem.rdchem.Mol object at 0x140946500>,3,2,1,0,0,0,0,0,0,15,66.48,91.063328528,38,3,3,3
CC[C-](C)CN,1.0,<rdkit.Chem.rdchem.Mol object at 0x140946560>,5,0,1,0,0,0,0,0,0,18,26.02,86.09752296391,38,1,1,1
CCCC(C)[CH]CC,4.3,<rdkit.Chem.rdchem.Mol object at 0x1409465c0>,8,0,0,0,0,0,0,0,0,25,0.0,113.13302554399999,49,0,0,0
CCCC(CC)C[CH2-],4.3,<rdkit.Chem.rdchem.Mol object at 0x140946620>,8,0,0,0,0,0,0,0,0,25,0.0,113.13357412391,50,0,0,0
[2H]C([2H])(C([2H])([2H])Cl)NCCCl,1.0,<rdkit.Chem.rdchem.Mol object at 0x140946680>,4,0,1,0,2,0,0,0,0,16,12.03,145.036311632,44,3,1,1
CCC(CF)F,1.9,<rdkit.Chem.rdchem.Mol object at 0x1409466e0>,4,0,0,0,0,0,2,0,0,14,0.0,94.059406696,38,2,0,0
CC(C)CC[NH],1.0,<rdkit.Chem.rdchem.Mol object at 0x140946740>,5,0,1,0,0,0,0,0,0,18,23.8,86.09697438399999,37,1,0,0
CCCOCC[19F],1.3,<rdkit.Chem.rdchem.Mol object at 0x1409467a0>,5,1,0,0,0,0,1,0,0,18,9.23,106.079393192,44,2,0,1
C(C(F)(F)[18F])F,1.7,<rdkit.Chem.rdchem.Mol object at 0x140946800>,2,0,0,0,0,0,4,0,0,8,0.0,101.011797724,38,4,0,0
C=CCCNF,0.9,<rdkit.Chem.rdchem.Mol object at 0x140946860>,4,0,1,0,0,0,1,0,0,14,12.03,89.064077476,36,2,1,1
CNCCN[CH],-0.6,<rdkit.Chem.rdchem.Mol object at 0x1409468c0>,4,0,2,0,0,0,0,0,0,16,24.06,86.08439831999999,36,2,2,2
C=CCOSN,0.4,<rdkit.Chem.rdchem.Mol object at 0x140946920>,3,1,1,1,0,0,0,0,0,13,35.25,105.024834844,36,3,1,3
CCC(OC)OO,0.5,<rdkit.Chem.rdchem.Mol object at 0x140946980>,4,3,0,0,0,0,0,0,0,17,38.69,106.06299418,44,3,1,3
CC(C)N(C)N,0.3,<rdkit.Chem.rdchem.Mol object at 0x1409469e0>,4,0,2,0,0,0,0,0,0,18,29.259999999999998,88.10004838399999,38,2,1,2
C=CCCNCl,1.2,<rdkit.Chem.rdchem.Mol object at 0x140946a40>,4,0,1,0,1,0,0,0,0,14,12.03,105.03452693599999,36,2,1,1
C1=[C]N=CS1,0.4,<rdkit.Chem.rdchem.Mol object at 0x140946aa0>,3,0,1,1,0,0,0,0,0,7,12.89,83.990795064,25,2,0,2
CCP(O)S,0.3,<rdkit.Chem.rdchem.Mol object at 0x140946b00>,2,1,0,1,0,1,0,0,0,12,20.23,109.995522474,32,3,2,2
C(=CNN)NN,0.1,<rdkit.Chem.rdchem.Mol object at 0x140946b60>,2,0,4,0,0,0,0,0,0,14,76.1,88.07489625599999,36,4,4,4
C(COPO)N,-1.5,<rdkit.Chem.rdchem.Mol object at 0x140946bc0>,2,2,1,0,0,1,0,0,0,14,55.480000000000004,109.029265126,38,4,2,3
C(F)(F)[35Cl],1.8,<rdkit.Chem.rdchem.Mol object at 0x140946c20>,1,0,0,0,1,0,2,0,0,5,0.0,85.973484152,26,3,0,0
C1[C@H](O1)I,0.7,<rdkit.Chem.rdchem.Mol object at 0x140946c80>,2,1,0,0,0,0,0,1,0,7,12.53,169.922862716,24,2,0,1
[2H]C([2H])(C([2H])([2H])O)C([2H])([2H])O,-1.0,<rdkit.Chem.rdchem.Mol object at 0x140946ce0>,3,2,0,0,0,0,0,0,0,13,40.46,82.090089972,32,2,2,2
CN(S)I,1.1,<rdkit.Chem.rdchem.Mol object at 0x140946d40>,1,0,1,1,0,0,0,1,0,8,3.24,188.910918128,26,3,1,2
CCCSNN,0.4,<rdkit.Chem.rdchem.Mol object at 0x140946da0>,3,0,2,1,0,0,0,0,0,16,38.05,106.05646931999999,38,3,2,3
CCC=CCP,1.2,<rdkit.Chem.rdchem.Mol object at 0x140946e00>,5,0,0,0,0,1,0,0,0,17,0.0,102.059836982,36,1,0,0
CC(CCCI)N,1.7,<rdkit.Chem.rdchem.Mol object at 0x140946e60>,5,0,1,0,0,0,0,1,0,19,26.02,213.001447384,44,2,1,1
CCCCOCCN,0.6,<rdkit.Chem.rdchem.Mol object at 0x140946ec0>,6,1,1,0,0,0,0,0,0,23,35.25,117.1153641,50,2,1,2
C=CSCCO,0.7,<rdkit.Chem.rdchem.Mol object at 0x140946f20>,4,1,0,1,0,0,0,0,0,14,20.23,104.029585876,36,2,1,2
